,collector_name,collector_address,collector_number,collector_nik,time_to_collect,avg_bill_methods,debtor_volume_handled,bill_amount_collected,total_actual,total_cost,success_rate,collector_zip,collector_rt,collector_rw,collector_birth_place,collector_age,collector_marital_status,collector_gender
339,Patricia Williams,"Jalan Cikutra Barat No. 57
Sorong, BA 33651",+62 (0989) 381 6613,9897271262184337,9,surat panggilan,25,105000000,132000000,446068,80.0,33651,14,5,"Sumatera Selatan, 13-04-1973",50,Belum menikah,laki-laki
340,Laura Perez,"Jalan Dr. Djunjunan No. 5
Banjarmasin, Sulawesi Tengah 33189",+62-026-214-8557,8949442552641417,6,surat panggilan,23,20500000,47000000,466217,44.0,33189,6,7,"Jawa Timur, 20-01-1978",45,Belum menikah,perempuan
341,Susan Rogers,"Jl. Rumah Sakit No. 556
Tual, Jambi 56209",+62 (307) 692-0486,5238372761558721,6,surat panggilan,32,89000000,96500000,398140,92.0,56209,5,4,"Kalimantan Selatan, 22-10-1998",25,Cerai hidup,perempuan
342,Kevin Wright,"Gg. Tubagus Ismail No. 43
Padang Sidempuan, YO 51944",+62-195-714-7721,1813687358724910,7,surat panggilan,20,17500000,100500000,271033,17.0,51944,15,3,"Kalimantan Utara, 29-03-1974",49,Menikah,perempuan
343,Daniel Smith,"Jl. Cempaka No. 670
Tanjungpinang, PA 25191",+62-721-269-7447,9991172195459546,6,surat panggilan,28,129500000,220000000,375997,59.0,25191,20,13,"Sulawesi Tengah, 27-08-1960",63,Belum menikah,laki-laki
344,Charles Howe DDS,"Jl. HOS. Cokroaminoto No. 7
Madiun, SU 88664",+62 (071) 413 7684,5311081542985915,9,surat panggilan,27,53000000,62000000,508498,85.0,88664,12,6,"Sulawesi Tenggara, 22-06-1974",49,Belum menikah,laki-laki
345,Angela Mccormick,"Jl. Suryakencana No. 514
Tangerang, JK 21875",+62 (0718) 933 8913,5210723711007111,9,surat panggilan,26,31500000,56000000,523065,56.00000000000001,21875,19,2,"Sulawesi Tengah, 27-03-1977",46,Belum menikah,perempuan
346,Nicholas Anderson,"Jalan Kutai No. 994
Purwokerto, Riau 87372",+62-010-864-2062,6023872665897721,9,surat panggilan,30,317000000,446000000,345567,71.0,87372,17,20,"Aceh, 29-10-1970",53,Cerai hidup,laki-laki
347,Louis Hammond,"Jalan Otto Iskandardinata No. 365
Malang, SR 32592",+62 (25) 701 5132,9087217188870798,7,surat panggilan,22,54500000,86000000,446887,63.0,32592,14,11,"Jambi, 16-07-1990",33,Cerai mati,perempuan
348,Brian Greene,"Jalan Laswi No. 234
Bontang, Kalimantan Utara 81184",+62 (057) 216 1585,9754455946250615,6,surat panggilan,23,19500000,108500000,375757,18.0,81184,5,13,"Kalimantan Timur, 18-01-2000",23,Belum menikah,laki-laki
349,Jason Sandoval,"Gang BKR No. 494
Mataram, JA 45646",+62 (0264) 107-1385,2944029182706783,7,surat panggilan,31,151000000,202500000,340734,75.0,45646,7,18,"Sulawesi Tenggara, 09-07-1985",38,Cerai hidup,perempuan
350,James Obrien,"Gang Pasir Koja No. 34
Pariaman, KB 41900",+62-33-005-5284,7558798809994789,7,surat panggilan,27,15500000,30000000,306189,52.0,41900,7,7,"Kalimantan Tengah, 07-09-1978",45,Cerai mati,perempuan
351,Paul Moore,"Jalan Bangka Raya No. 1
Ternate, JI 48352",+62-24-188-4269,3064010227535237,8,surat panggilan,25,299000000,325000000,339020,92.0,48352,6,11,"Nusa Tenggara Timur, 15-11-1961",62,Menikah,laki-laki
352,Jerome Fletcher,"Gg. Tebet Barat Dalam No. 1
Tidore Kepulauan, Kalimantan Tengah 70520",+62 (060) 576-6979,8502228016503727,7,surat panggilan,39,53000000,215500000,778031,25.0,70520,15,11,"Banten, 08-01-1985",38,Cerai hidup,perempuan
353,Angelica Barnes,"Gg. Pasteur No. 80
Palu, KS 41985",+62 (0010) 139 3412,9518131816430677,8,surat panggilan,21,40500000,50500000,429390,80.0,41985,4,14,"Nusa Tenggara Timur, 26-02-1982",41,Belum menikah,perempuan
354,Sheila Franklin,"Jalan Cempaka No. 752
Mojokerto, Kalimantan Barat 35799",+62 (040) 855-8824,1100595454403883,6,surat panggilan,31,164500000,392000000,526511,42.0,35799,10,7,"Sumatera Barat, 19-08-1996",27,Belum menikah,perempuan
355,Eric Scott,"Jl. Medokan Ayu No. 9
Kota Administrasi Jakarta Barat, SU 29429",+62 (519) 245 0238,5596388948842026,8,surat panggilan,21,91500000,181000000,282712,51.0,29429,20,8,"Jawa Tengah, 20-07-1997",26,Belum menikah,perempuan
356,Amanda Myers,"Gang Jayawijaya No. 51
Kota Administrasi Jakarta Selatan, Nusa Tenggara Barat 42382",+62-094-372-6468,1856961545818205,8,surat panggilan,23,204500000,236000000,287079,87.0,42382,16,7,"Sulawesi Utara, 05-12-1974",49,Cerai mati,perempuan
357,Peggy Gonzales,"Gang Medokan Ayu No. 978
Banjarbaru, BA 93610",+62-0388-691-1467,6317013285318611,7,surat panggilan,22,167000000,223500000,348306,75.0,93610,3,8,"Sulawesi Barat, 23-04-1993",30,Cerai mati,perempuan
358,Michele Reynolds,"Gg. Veteran No. 33
Pasuruan, SU 10600",+62-112-636-1742,2524842882584789,8,surat panggilan,38,100000000,117500000,456306,85.0,10600,13,13,"Kepulauan Bangka Belitung, 05-12-1998",25,Menikah,perempuan
359,Amanda Hodge,"Gg. H.J Maemunah No. 29
Samarinda, JB 04437",+62-063-213-1287,9760762592937185,6,surat panggilan,22,210500000,266000000,432960,79.0,4437,11,18,"Gorontalo, 21-06-1989",34,Belum menikah,laki-laki
360,Robert White,"Gang Rumah Sakit No. 6
Banjarbaru, Bengkulu 96081",+62 (016) 930-2774,4911121665235583,9,surat panggilan,24,58000000,59000000,459922,98.0,96081,18,9,"Bengkulu, 17-10-1980",43,Belum menikah,laki-laki
361,Kristin Kline,"Gang Jend. A. Yani No. 5
Malang, Kepulauan Riau 99938",+62 (044) 283-2317,2751480827042106,7,surat panggilan,31,149000000,245000000,403167,61.0,99938,3,13,"Lampung, 10-03-1964",59,Menikah,laki-laki
362,Veronica Nicholson,"Jalan Ir. H. Djuanda No. 14
Langsa, PB 21884",+62 (91) 435 6638,3329949878875230,9,surat panggilan,28,65000000,97500000,283353,67.0,21884,19,14,"Bali, 25-09-1978",45,Cerai mati,perempuan
363,Carrie Hill,"Jl. Rumah Sakit No. 3
Padangpanjang, Kepulauan Bangka Belitung 38497",+62 (56) 329 0353,1197411351067704,9,surat panggilan,31,66500000,170500000,430261,39.0,38497,19,4,"Nusa Tenggara Barat, 23-10-1998",25,Belum menikah,perempuan
364,Scott Wallace,"Jalan Cikutra Timur No. 782
Tanjungbalai, Jawa Timur 79685",+62 (559) 493-6489,5456400363851770,9,surat panggilan,22,52000000,301000000,332822,17.0,79685,10,1,"Lampung, 01-03-1994",29,Cerai hidup,perempuan
365,Miss Lisa Ross,"Gang Soekarno Hatta No. 666
Batu, MA 27873",+62-000-599-6145,6297687233916760,6,surat panggilan,26,46500000,55500000,339148,84.0,27873,19,6,"Sulawesi Tenggara, 24-03-1980",43,Belum menikah,laki-laki
366,John Brown,"Jalan Pelajar Pejuang No. 17
Gorontalo, JT 97260",+62 (439) 294 8205,3214647076556524,7,surat panggilan,35,161500000,390000000,697682,41.0,97260,11,20,"Kalimantan Utara, 06-03-1986",37,Menikah,laki-laki
367,Madison Moore,"Jl. Jend. Sudirman No. 848
Kupang, JK 13011",+62 (830) 306 6952,8901020535303929,6,surat panggilan,23,120500000,186500000,344464,65.0,13011,11,7,"Maluku, 24-05-1996",27,Belum menikah,perempuan
368,Thomas Zamora,"Gang Jakarta No. 23
Tual, SR 47681",+62 (0601) 780 8648,6483828856355163,9,surat panggilan,36,228000000,384500000,636095,59.0,47681,11,12,"Sumatera Utara, 06-06-1979",44,Belum menikah,laki-laki
369,Lisa Harper,"Jalan Rawamangun No. 838
Kota Administrasi Jakarta Utara, Sumatera Selatan 57129",+62 (451) 008-5989,5767172350609735,9,surat panggilan,25,114500000,180000000,395189,64.0,57129,11,13,"Sumatera Selatan, 11-05-1996",27,Cerai mati,laki-laki
370,Tyler Wallace,"Gg. Pasteur No. 6
Magelang, MU 48114",+62-028-232-1672,3549336394249462,6,surat panggilan,24,64000000,312000000,303555,21.0,48114,3,18,"Gorontalo, 13-01-1991",32,Belum menikah,perempuan
371,Ian Alexander,"Jalan Veteran No. 40
Banda Aceh, Sulawesi Selatan 79385",+62-005-672-8603,6359966267029109,8,surat panggilan,33,79000000,231000000,404232,34.0,79385,8,1,"Bengkulu, 19-12-1982",41,Belum menikah,perempuan
372,James Dean,"Jalan Rajawali Timur No. 5
Balikpapan, Jambi 05200",+62 (081) 912 7089,9527949402625687,6,surat panggilan,34,329500000,366000000,595246,90.0,5200,15,5,"Kalimantan Barat, 07-11-1962",61,Cerai hidup,laki-laki
373,Jeff Roberts,"Jalan Rawamangun No. 5
Surakarta, KI 36606",+62 (650) 802 7781,1361865311814174,7,surat panggilan,30,211000000,264500000,519234,80.0,36606,11,3,"Sulawesi Tenggara, 29-07-1995",28,Cerai hidup,laki-laki
374,Diane Norman,"Gg. Raya Ujungberung No. 315
Parepare, SU 35982",+62 (70) 857 0808,7881939737427769,7,surat panggilan,39,82500000,261500000,745017,32.0,35982,18,17,"Sulawesi Utara, 20-02-1998",25,Cerai mati,perempuan
375,Joshua Smith,"Gang Sukabumi No. 27
Prabumulih, Kalimantan Utara 69677",+62 (0659) 365-4547,4480813202994545,7,surat panggilan,26,186500000,385000000,309329,48.0,69677,12,12,"Nusa Tenggara Timur, 20-04-1993",30,Belum menikah,perempuan
376,Holly Krueger,"Gang M.T Haryono No. 5
Surakarta, Banten 11786",+62-320-520-5827,7904513994080537,7,surat panggilan,38,380000000,535000000,772515,71.0,11786,13,13,"Kepulauan Bangka Belitung, 05-02-1964",59,Cerai mati,laki-laki
377,David Nelson,"Gang Rajawali Barat No. 879
Subulussalam, KI 74359",+62 (026) 203-7306,8555728420320341,8,surat panggilan,34,53500000,310000000,406344,17.0,74359,4,1,"Gorontalo, 04-11-1969",54,Cerai mati,laki-laki
378,Regina Hernandez,"Jalan Rumah Sakit No. 592
Mojokerto, Papua 51064",+62 (405) 271-4988,7977369696957368,9,surat panggilan,39,113000000,485500000,648474,23.0,51064,19,7,"Sulawesi Barat, 04-04-1990",33,Menikah,perempuan
379,Cody House,"Jalan Rumah Sakit No. 9
Bontang, Riau 67235",+62 (61) 022 0756,3240285492565222,8,surat panggilan,39,175500000,501000000,479094,35.0,67235,13,8,"Jawa Tengah, 28-12-1978",45,Belum menikah,laki-laki
380,Paul Reynolds,"Jl. Yos Sudarso No. 3
Langsa, Sumatera Barat 43777",+62 (0735) 089-7749,5017186213870296,8,surat panggilan,27,28500000,353500000,329527,8.0,43777,4,17,"Jawa Barat, 26-01-1976",47,Cerai mati,laki-laki
381,Gail Castaneda DVM,"Jalan K.H. Wahid Hasyim No. 5
Pekanbaru, Jawa Tengah 14598",+62 (0810) 390 1348,1466432376583215,8,surat panggilan,34,110500000,131500000,354709,84.0,14598,12,1,"Sulawesi Tengah, 08-03-1964",59,Belum menikah,perempuan
382,James Ochoa,"Gg. Sukabumi No. 674
Surakarta, Kalimantan Timur 84282",+62 (0711) 007 6530,1974302933498982,8,surat panggilan,20,158000000,264000000,409605,60.0,84282,3,10,"Lampung, 01-10-1976",47,Cerai hidup,laki-laki
383,Heather Smith,"Gang Rajawali Timur No. 67
Pasuruan, BB 52272",+62 (112) 283 6240,1928486405783788,6,surat panggilan,39,332000000,501500000,601894,66.0,52272,12,7,"Sulawesi Barat, 29-05-1963",60,Menikah,laki-laki
384,Sheila Bryant,"Gang Dipatiukur No. 697
Pekanbaru, Kalimantan Tengah 87151",+62 (0835) 617-5423,3175957589935813,7,surat panggilan,26,283500000,354500000,455948,80.0,87151,11,1,"Jambi, 21-12-1970",53,Cerai mati,laki-laki
385,Andrew Kim,"Gg. Kutai No. 61
Madiun, Kepulauan Riau 15187",+62 (82) 984-3822,8974834347884749,7,surat panggilan,38,279500000,356000000,730130,79.0,15187,2,6,"Lampung, 10-06-1994",29,Cerai mati,laki-laki
386,Margaret Brown,"Gang S. Parman No. 361
Sabang, JA 73497",+62 (0528) 963-5710,7184946936841691,7,surat panggilan,32,75000000,286500000,632614,26.0,73497,5,18,"Jambi, 25-12-1989",34,Menikah,laki-laki
387,Paul Brock,"Gang Otto Iskandardinata No. 9
Kota Administrasi Jakarta Selatan, Sumatera Selatan 40597",+62 (0957) 544-1178,9730640873865053,9,surat panggilan,25,118500000,158500000,306088,75.0,40597,18,15,"Banten, 16-11-2000",23,Belum menikah,perempuan
388,Julie Torres,"Gg. Ahmad Yani No. 8
Samarinda, Sulawesi Selatan 59297",+62 (26) 856-3168,9264644134009318,7,surat panggilan,27,165000000,308500000,433271,53.0,59297,3,4,"DKI Jakarta, 14-12-1996",27,Cerai hidup,laki-laki
389,Carol Miller DVM,"Jl. Monginsidi No. 532
Kota Administrasi Jakarta Timur, Kalimantan Barat 66854",+62 (904) 872-9405,1917001360949203,6,surat panggilan,36,229500000,480500000,541001,48.0,66854,20,7,"Kalimantan Barat, 11-04-1999",24,Menikah,laki-laki
390,Kristina Flores,"Jalan Jamika No. 32
Bandar Lampung, Kalimantan Barat 79138",+62 (0490) 127-1634,8459136659764372,6,surat panggilan,38,322000000,502000000,553404,64.0,79138,2,5,"DI Yogyakarta, 02-09-1983",40,Cerai hidup,perempuan
391,Austin Pierce,"Gg. Antapani Lama No. 8
Bogor, KT 47486",+62 (58) 228-7803,5194594466767952,6,surat panggilan,30,137000000,161500000,542030,85.0,47486,9,3,"Kepulauan Bangka Belitung, 20-12-1960",63,Cerai hidup,perempuan
392,Linda Mason,"Jalan Rungkut Industri No. 2
Medan, KU 33176",+62 (0660) 067 2078,8965290515466395,6,surat panggilan,23,46500000,271000000,287654,17.0,33176,14,11,"Sulawesi Tengah, 05-06-1998",25,Belum menikah,perempuan
393,Amanda Barnes,"Gang K.H. Wahid Hasyim No. 9
Pagaralam, Nusa Tenggara Barat 37822",+62 (0482) 283 4843,7253111962079784,9,surat panggilan,38,106500000,183500000,612331,57.99999999999999,37822,8,16,"Papua, 24-08-1991",32,Menikah,laki-laki
394,Jennifer Lee,"Gg. Raya Setiabudhi No. 63
Bengkulu, Sumatera Utara 07159",+62 (89) 725 5872,8051064270492288,6,surat panggilan,26,110500000,157000000,280767,70.0,7159,2,12,"Jambi, 25-04-1962",61,Belum menikah,perempuan
395,Kathleen Anderson,"Jalan HOS. Cokroaminoto No. 66
Ternate, BB 83510",+62 (045) 568-5956,9625935379485442,6,surat panggilan,21,144500000,218500000,276640,66.0,83510,9,20,"Sulawesi Utara, 19-06-1977",46,Cerai hidup,laki-laki
396,Lisa Maddox,"Gg. Moch. Ramdan No. 528
Depok, PA 98470",+62-0914-306-0195,3796717635172850,7,surat panggilan,20,52500000,79500000,228560,66.0,98470,4,20,"Kalimantan Barat, 06-04-1962",61,Cerai hidup,perempuan
397,Ashley Snow,"Gang Rumah Sakit No. 362
Dumai, Jawa Tengah 25230",+62 (0318) 365-5347,7300830112776925,7,surat panggilan,28,134500000,175000000,561163,77.0,25230,11,16,"Jawa Timur, 28-02-1993",30,Belum menikah,perempuan
398,Mrs. Debbie Saunders,"Gg. Wonoayu No. 245
Salatiga, SU 31436",+62 (607) 992-4593,7867552883797848,8,surat panggilan,30,64000000,84500000,377073,76.0,31436,11,19,"DKI Jakarta, 28-04-1992",31,Cerai mati,laki-laki
399,Emily Lee,"Jl. Lembong No. 930
Bandung, Kalimantan Selatan 09917",+62 (169) 431-2615,3465807261290928,9,surat panggilan,37,181000000,214000000,613501,85.0,9917,16,15,"Nusa Tenggara Timur, 12-08-1968",55,Belum menikah,laki-laki
400,Steven Smith,"Gang Gardujati No. 638
Makassar, Banten 52631",+62 (0947) 595-1326,5851754570818785,9,surat panggilan,28,131500000,291500000,408289,45.0,52631,3,18,"Jawa Tengah, 07-10-1978",45,Cerai mati,laki-laki
401,Jonathan Campbell,"Gg. Pasir Koja No. 92
Lubuklinggau, Papua Barat 99460",+62 (009) 036 9044,3039386708001788,9,surat panggilan,39,316000000,443500000,521232,71.0,99460,6,19,"Sumatera Barat, 15-06-2000",23,Belum menikah,perempuan
402,Madison Reeves,"Jalan Medokan Ayu No. 466
Blitar, KT 96528",+62-080-821-3218,2786422175791041,9,surat panggilan,27,43000000,188500000,473843,23.0,96528,20,4,"Kepulauan Riau, 29-08-1977",46,Belum menikah,laki-laki
403,David Dennis,"Jalan Soekarno Hatta No. 100
Ternate, YO 85379",+62-97-468-8018,6625867925396571,7,surat panggilan,27,102500000,212000000,410626,48.0,85379,2,1,"Sulawesi Selatan, 08-01-1986",37,Cerai hidup,perempuan
404,Brian Johnson,"Jalan PHH. Mustofa No. 241
Bogor, Bengkulu 64842",+62 (0053) 492 8714,2673610992254619,7,surat panggilan,39,111000000,313000000,642450,35.0,64842,6,19,"Bengkulu, 24-09-1993",30,Menikah,perempuan
405,James Lee,"Gg. Raya Setiabudhi No. 69
Tanjungbalai, Kalimantan Timur 67857",+62-048-176-6911,6321644398085688,7,surat panggilan,25,48500000,124500000,478257,39.0,67857,3,3,"Bengkulu, 16-06-1992",31,Belum menikah,perempuan
406,Mr. Troy Drake PhD,"Gg. Suryakencana No. 5
Lubuklinggau, BE 56995",+62-47-717-5107,9575587254195374,8,surat panggilan,35,31000000,62000000,658272,50.0,56995,11,14,"Maluku Utara, 08-06-1992",31,Cerai hidup,laki-laki
407,Brandy Clark,"Jalan Wonoayu No. 81
Magelang, DI Yogyakarta 72793",+62-016-076-8482,4528749423876211,9,surat panggilan,39,134000000,143000000,395229,94.0,72793,18,8,"Aceh, 21-09-1964",59,Belum menikah,perempuan
408,Austin King,"Jalan Antapani Lama No. 69
Prabumulih, Jambi 60913",+62 (273) 762-9740,1839051378673941,9,surat panggilan,35,207500000,232500000,416016,89.0,60913,8,10,"Kalimantan Tengah, 29-06-1986",37,Cerai mati,laki-laki
409,Joseph Vasquez,"Jl. H.J Maemunah No. 00
Blitar, YO 67494",+62 (027) 056 6935,5915814646559008,9,surat panggilan,28,179500000,321000000,492616,56.00000000000001,67494,16,3,"Gorontalo, 23-11-1977",46,Cerai mati,perempuan
410,Jaclyn Ayala,"Jl. Gegerkalong Hilir No. 87
Bitung, SR 12306",+62 (47) 271-3969,8409858177028594,7,surat panggilan,20,84500000,166500000,363856,51.0,12306,2,13,"Sulawesi Tengah, 11-11-1990",33,Cerai hidup,perempuan
411,Courtney Orr,"Jalan Ronggowarsito No. 2
Jambi, Jawa Barat 77329",+62 (879) 898 3188,8739107715275083,8,surat panggilan,26,252500000,328500000,467077,77.0,77329,14,13,"Sumatera Utara, 13-12-1993",30,Menikah,perempuan
412,Jacqueline Ryan,"Gang Pelajar Pejuang No. 091
Bukittinggi, SU 32480",+62 (72) 736-0370,5771451463517363,7,surat panggilan,33,136500000,278000000,632038,49.0,32480,3,17,"Kepulauan Bangka Belitung, 29-12-1961",62,Cerai mati,laki-laki
413,Joseph Cline,"Jl. Dr. Djunjunan No. 2
Lubuklinggau, Banten 63800",+62 (108) 068-4736,7343372566396009,6,surat panggilan,22,25500000,109000000,376807,23.0,63800,17,14,"Bengkulu, 30-06-1973",50,Menikah,perempuan
414,Danielle Fernandez,"Gang M.T Haryono No. 847
Kendari, KR 11966",+62 (884) 153 4392,7361032989754875,7,surat panggilan,30,124500000,349500000,549310,36.0,11966,11,9,"DI Yogyakarta, 01-12-1962",61,Menikah,perempuan
415,George Nelson,"Jl. Kutisari Selatan No. 3
Madiun, BT 41173",+62 (0867) 861-0793,6894699073219475,8,surat panggilan,28,170000000,371500000,308606,46.0,41173,14,6,"Sulawesi Selatan, 16-04-1984",39,Cerai hidup,perempuan
416,Patrick Fletcher,"Jalan Jakarta No. 016
Kupang, AC 52407",+62 (199) 929-8223,6015871320018461,6,surat panggilan,32,152000000,277000000,554894,55.00000000000001,52407,12,4,"Maluku, 01-05-1975",48,Cerai mati,perempuan
417,Daniel Perry,"Gg. Kiaracondong No. 585
Jambi, BT 22517",+62 (71) 854 0112,7273121804011687,6,surat panggilan,33,115000000,136500000,332365,84.0,22517,12,17,"Kepulauan Bangka Belitung, 25-12-1996",27,Menikah,perempuan
418,Cynthia Moses,"Gg. Rajawali Barat No. 094
Tarakan, Kalimantan Selatan 84009",+62 (098) 517-2272,9961831805672865,6,surat panggilan,38,87500000,112500000,545647,78.0,84009,13,17,"Lampung, 07-04-1970",53,Menikah,laki-laki
419,Belinda Malone,"Gang Jend. Sudirman No. 171
Blitar, Kalimantan Barat 99455",+62 (015) 110 8283,4071026147193727,8,surat panggilan,29,21000000,114000000,416870,18.0,99455,6,7,"Kalimantan Timur, 25-12-1980",43,Menikah,perempuan
420,Peter Brooks,"Gang Medokan Ayu No. 02
Bandar Lampung, KS 75839",+62 (301) 512 0298,5869113904793022,6,surat panggilan,33,155000000,168000000,558554,92.0,75839,2,8,"Kalimantan Selatan, 14-03-1986",37,Cerai hidup,perempuan
421,Mrs. Lauren Maldonado MD,"Gg. Cikutra Barat No. 31
Bitung, Jawa Barat 05368",+62-43-661-2245,2627701735806777,8,surat panggilan,32,272500000,332500000,536362,82.0,5368,7,4,"Maluku Utara, 10-09-1981",42,Belum menikah,laki-laki
422,Mary Burton,"Gang Ahmad Dahlan No. 5
Lubuklinggau, BB 63913",+62-356-246-0083,7366047563915672,9,surat panggilan,37,35500000,43000000,568832,83.0,63913,17,20,"Nusa Tenggara Barat, 07-12-1962",61,Belum menikah,perempuan
423,Daryl Morgan,"Jalan Erlangga No. 33
Balikpapan, KB 54163",+62 (85) 544 3182,6739527106731317,7,surat panggilan,38,114000000,166000000,680773,69.0,54163,2,20,"Sumatera Selatan, 11-11-1989",34,Menikah,laki-laki
424,Brian Hamilton,"Gang Monginsidi No. 123
Pematangsiantar, ST 51777",+62 (135) 519 7583,9748280282358920,7,surat panggilan,27,34000000,157000000,415014,22.0,51777,15,1,"Sulawesi Tengah, 23-02-1975",48,Cerai hidup,laki-laki
425,Caitlin Hamilton,"Gang Bangka Raya No. 400
Mojokerto, NT 49075",+62-0034-805-7345,6629049650172887,8,surat panggilan,36,74500000,118500000,664869,63.0,49075,15,11,"Sulawesi Tenggara, 19-04-1990",33,Menikah,laki-laki
426,Emily Mcdonald,"Jl. Sukajadi No. 99
Bau-Bau, Sumatera Utara 76296",+62 (87) 198-7797,5630612551154615,8,surat panggilan,33,32500000,119500000,527507,27.0,76296,5,20,"Bali, 22-11-1978",45,Cerai mati,laki-laki
427,Sarah Wilson,"Gg. Rajiman No. 70
Kupang, ST 56792",+62 (0870) 681-1441,1677927284872056,9,surat panggilan,35,282000000,304500000,357136,93.0,56792,20,12,"DI Yogyakarta, 11-12-1993",30,Cerai mati,laki-laki
428,Mackenzie Lucero,"Jalan Waringin No. 6
Palu, Nusa Tenggara Timur 49992",+62 (586) 879 7458,7729473727252778,9,surat panggilan,22,97500000,250000000,282364,39.0,49992,20,6,"Jawa Timur, 24-11-1990",33,Cerai mati,laki-laki
429,Louis Kennedy,"Jalan Jamika No. 664
Pangkalpinang, KU 41900",+62 (674) 610 2635,6580854757260547,7,surat panggilan,34,35500000,53500000,584657,66.0,41900,14,8,"DI Yogyakarta, 13-11-1971",52,Belum menikah,laki-laki
430,Beth Martinez,"Jl. M.H Thamrin No. 3
Banda Aceh, NT 41462",+62 (0098) 111 1953,9098031442078800,7,surat panggilan,22,98000000,237500000,409228,41.0,41462,2,16,"Sulawesi Tengah, 05-07-1977",46,Cerai hidup,perempuan
431,Lisa Evans,"Gang Waringin No. 0
Tomohon, Sulawesi Tengah 43498",+62 (0204) 090 2632,6656217175062475,9,surat panggilan,37,79500000,107500000,466829,74.0,43498,1,13,"Kalimantan Timur, 04-07-1998",25,Menikah,perempuan
432,Gabrielle Casey,"Gg. Suniaraja No. 186
Kota Administrasi Jakarta Pusat, Kalimantan Timur 51534",+62 (642) 806 7214,5942651689320834,8,surat panggilan,21,92500000,115500000,275622,80.0,51534,15,17,"Nusa Tenggara Timur, 25-11-1980",43,Menikah,perempuan
433,Robert Church,"Jl. Gegerkalong Hilir No. 6
Mojokerto, Jawa Barat 45881",+62 (039) 920-3138,8536849475146051,7,surat panggilan,22,272500000,315000000,412006,87.0,45881,14,17,"Papua, 27-06-1997",26,Menikah,perempuan
434,Tamara Garcia,"Gang Indragiri No. 863
Bandar Lampung, JB 58462",+62 (60) 267 9522,5096630847468474,9,surat panggilan,37,228000000,459500000,643108,50.0,58462,2,14,"Sulawesi Utara, 06-10-1970",53,Belum menikah,perempuan
435,Sandra Parker,"Jalan Ciumbuleuit No. 232
Pasuruan, Kalimantan Barat 61049",+62-74-905-4748,9065626423514771,7,surat panggilan,20,94000000,228500000,404417,41.0,61049,10,13,"Kalimantan Utara, 01-07-1972",51,Cerai hidup,laki-laki
