,debtor_name,debtor_nik,debtor_address,debtor_number,debtor_company,debtor_gender,debtor_education_level,employment_type,number_of_dependents,net_income,payment_date,loan_amount,avg_amounts_previous_bills,avg_previous_payment,amount_of_late,late_payment_amount,credit_risk,credit_score,arrears_amounts,aset,loss_reverse,payment1,payment2,payment3,payment4,payment5,payment6,payment7,payment8,payment9,payment10,payment11,payment12,bil1_late1,bill_late2,bill_late3,bill_late4,bill_late5,bill_late6,bill_late7,bill_late8,bill_late9,bill_late10,bill_late11,bill_late12,arrears1,arrears2,arrears3,arrears4,arrears5,arrears6,arrears7,arrears8,arrears9,arrears10,arrears11,arrears12,aging,debtor_zip,debtor_rt,debtor_rw,debtor_birth_place,debtor_age,debtor_occupation,debtor_marital_status
1559,Marc Gutierrez,1499257431084623,"Jalan Dipenogoro No. 2
Tanjungbalai, JK 85037",+62 (070) 956-6715,PT Allen Gutierrez (Persero) Tbk,laki-laki,S1,Retired,3,13000000.0,2023-04-01,15041666.666666666,17500000,9850000,55,4,Tertagih,441,1,16000000,15041666.666666666,13000000,18000000,13500000,16000000,14000000,13500000,10500000,12500000,16000000,18500000,19000000,16000000,0,0,0,0,29,0,0,3,17,0,6,0,0,0,0,0,1,0,0,0,1,0,0,0,DPK,85037,19,16,"Sulawesi Barat, 28-10-1980",43,Pegawai Swasta,Menikah
1560,Eric Fernandez,7838981898329464,"Jalan Rumah Sakit No. 779
Jayapura, Kalimantan Selatan 09745",+62 (23) 129-6995,CV Hunt Palmer,laki-laki,D2,Contract,0,11500000.0,2023-04-04,15041666.666666666,12500000,10150000,30,2,Tidak tertagih,459,1,8000000,15041666.666666666,17500000,11000000,15000000,14000000,14000000,19500000,15500000,17500000,14500000,11000000,11500000,19500000,2,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,DPK,09745,12,7,"DI Yogyakarta, 24-08-1979",44,Pengusaha,Cerai mati
1561,Mrs. Shannon Watkins,2971222035162929,"Jalan Erlangga No. 99
Cilegon, Sulawesi Utara 59170",+62 (810) 558 6607,UD Green (Persero) Tbk,laki-laki,S1,Contract,3,27000000.0,2023-04-24,34583333.333333336,37000000,25000000,30,2,Tertagih,456,1,8000000,34583333.333333336,37000000,35500000,38500000,33500000,30000000,30000000,39500000,38500000,32500000,37000000,31000000,32000000,0,0,0,22,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,DPK,59170,2,17,"Riau, 25-09-1972",51,Buruh,Cerai hidup
1562,Kevin Berry,8208233268224410,"Gg. Jakarta No. 5
Subulussalam, YO 99571",+62 (48) 910 0664,CV Cochran (Persero) Tbk,perempuan,D1,Full-time,1,15500000.0,2023-04-17,15666666.666666666,2000000,1900000,55,3,Tertagih,592,1,9000000,15666666.666666666,15500000,29000000,4000000,26500000,19500000,12500000,8500000,12000000,14500000,9000000,16000000,21000000,0,23,0,0,0,0,0,0,7,25,0,0,0,1,0,0,0,0,0,0,0,1,0,0,DPK,99571,18,3,"Aceh, 22-06-1967",56,Buruh,Cerai hidup
1563,Marcus Williams,6186105985572527,"Jl. Ahmad Yani No. 69
Ternate, YO 61274",+62-029-359-9433,Perum Meyer Tbk,laki-laki,D3,Retired,3,15500000.0,2023-06-08,16250000.0,19500000,10050000,89,4,Tertagih,435,2,5500000,32500000.0,10000000,12500000,11000000,25000000,3000000,4000000,28500000,18000000,11500000,20000000,29500000,22000000,0,18,0,25,0,0,21,25,0,0,0,0,0,1,0,1,0,0,1,2,0,0,0,0,DPK,61274,14,20,"Sulawesi Tengah, 01-09-1961",62,Profesional,Cerai hidup
1564,Dr. Renee Landry,1785781302350622,"Gang Kendalsari No. 927
Serang, YO 19585",+62 (032) 062-2650,UD Jones Garcia (Persero) Tbk,laki-laki,D2,Retired,4,10500000.0,2023-05-01,14916666.666666666,8500000,5250000,51,4,Tidak tertagih,314,1,4500000,14916666.666666666,16000000,13500000,17000000,14000000,13000000,13500000,16500000,14000000,14500000,17000000,16500000,13500000,0,22,0,18,0,0,0,0,0,7,0,4,0,1,0,1,0,0,0,0,0,0,0,0,DPK,19585,12,12,"Sumatera Selatan, 18-08-1994",29,Buruh,Belum menikah
1565,Danielle Adams,5834785735844119,"Gang Rawamangun No. 140
Surakarta, SU 26400",+62-26-110-3993,Perum Warner Byrd (Persero) Tbk,laki-laki,S1,Retired,4,13000000.0,2023-07-08,16500000.0,18500000,10950000,59,5,Tertagih,322,1,4000000,16500000.0,19500000,17500000,17500000,17000000,19500000,15500000,18000000,12000000,16500000,13000000,15000000,17000000,13,0,7,0,18,0,0,0,0,19,2,0,0,0,0,0,1,0,0,0,0,1,0,0,DPK,26400,11,4,"Riau, 14-01-1984",39,Pegawai Swasta,Cerai mati
1566,Jerry Lewis,1594007810201883,"Jalan Pasirkoja No. 9
Sorong, Sumatera Barat 25199",+62-0477-202-1291,PD Barker,perempuan,D1,Contract,0,8500000.0,2023-09-02,15083333.333333334,5000000,3400000,54,3,Tertagih,390,1,9500000,15083333.333333334,19000000,11000000,14000000,14500000,19500000,18500000,11000000,16500000,15500000,12500000,12500000,16500000,0,11,0,0,0,0,13,0,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,DPK,25199,9,2,"Kalimantan Selatan, 28-02-1968",55,Profesional,Belum menikah
1567,Kaitlin Franco,9338270956493668,"Gg. Raya Ujungberung No. 56
Kupang, Jawa Timur 02340",+62 (0682) 139 9667,UD Shelton Turner Tbk,perempuan,SMA,Contract,4,13700000.0,2023-07-30,16166666.666666666,6000000,5700000,55,3,Tidak tertagih,372,1,13000000,16166666.666666666,18000000,18000000,15500000,19500000,15500000,19000000,14000000,18500000,19000000,15500000,11500000,10000000,0,0,30,0,0,0,0,0,18,7,0,0,0,0,1,0,0,0,0,0,1,0,0,0,DPK,02340,20,2,"Gorontalo, 17-09-1974",49,Profesional,Belum menikah
1568,Jeffrey Miller,6921697432012841,"Gg. Kutisari Selatan No. 9
Surakarta, Papua Barat 13863",+62 (060) 538-4738,PD Townsend Tbk,laki-laki,D2,Retired,3,18500000.0,2023-03-16,13666666.666666666,16000000,8100000,14,1,Tertagih,447,0,8500000,0.0,25000000,9500000,17000000,25000000,13500000,9500000,3500000,10500000,3500000,14000000,20000000,13000000,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DPK,13863,4,17,"Kepulauan Riau, 16-01-1965",58,Pegawai Negeri,Belum menikah
1569,Zachary Adams,4030970220308592,"Gg. Rawamangun No. 88
Bekasi, JT 77885",+62 (024) 095-0190,Perum Young Hughes Tbk,perempuan,SD,Part-time,1,200000.0,2023-02-19,5541666.666666667,38000000,23500000,60,5,Tidak tertagih,94,1,12500000,5541666.666666667,5500000,6500000,8000000,9000000,3000000,7000000,1000000,1000000,8000000,3500000,6500000,7500000,14,9,0,0,0,12,0,0,0,5,20,0,0,0,0,0,0,0,0,0,0,0,1,0,DPK,77885,7,17,"Aceh, 18-07-1985",38,Pegawai Swasta,Cerai mati
1570,Bryan Stephens,1953132483268224,"Jalan Pasirkoja No. 4
Kota Administrasi Jakarta Selatan, Kalimantan Tengah 86800",+62-290-741-3402,UD Johnston Gates,laki-laki,SMA,Contract,2,6700000.0,2023-02-24,14125000.0,4500000,2950000,9,1,Tertagih,317,0,7500000,0.0,15500000,14000000,18500000,18500000,11500000,15500000,10500000,12500000,11000000,11000000,17000000,14000000,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DPK,86800,18,13,"Maluku Utara, 20-05-1996",27,Buruh,Cerai mati
1571,Andrea Cardenas,8912445023466621,"Jl. Otto Iskandardinata No. 9
Kotamobagu, YO 67417",+62 (046) 105 0502,CV Anderson,laki-laki,D2,Retired,3,10500000.0,2023-03-16,13625000.0,10500000,6050000,31,3,Tertagih,377,1,4500000,13625000.0,10000000,15500000,18000000,17500000,14500000,11500000,11000000,10000000,12500000,12500000,16000000,14500000,0,0,0,0,10,0,0,20,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,DPK,67417,3,6,"Bali, 16-07-1987",36,Pegawai Swasta,Menikah
1572,Julie Watson,8802828034564037,"Jalan Veteran No. 01
Kupang, GO 23225",+62-0305-781-6579,PT King,perempuan,S1,Retired,2,13000000.0,2023-06-11,13791666.666666666,13500000,9350000,15,1,Tidak tertagih,446,1,6500000,13791666.666666666,10500000,14000000,15500000,15500000,16000000,16500000,11500000,10500000,10500000,17000000,10000000,18000000,0,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,DPK,23225,4,10,"Gorontalo, 19-06-1989",34,Buruh,Cerai mati
1573,Lisa Carpenter,7938627786186495,"Gg. Kiaracondong No. 83
Lhokseumawe, GO 74816",+62 (592) 759 1251,Perum Norman Tbk,laki-laki,D3,Retired,4,10500000.0,2023-06-06,13708333.333333334,8000000,7000000,117,8,Tidak tertagih,327,1,5000000,13708333.333333334,17000000,18000000,10500000,15500000,10500000,12000000,12000000,13000000,17000000,11000000,17000000,11000000,20,0,16,0,16,13,5,20,0,18,0,9,1,0,1,0,1,0,0,1,0,1,0,0,Kurang lancar,74816,19,17,"Nusa Tenggara Barat, 05-11-1994",29,Pegawai Swasta,Cerai mati
1574,Rhonda Young,4997369217455001,"Gang H.J Maemunah No. 873
Banjarmasin, ST 15098",+62-77-335-0210,PT Conley,laki-laki,S2,Full-time,4,19000000.0,2023-01-09,12083333.333333334,18500000,16450000,73,4,Tidak tertagih,120,1,19000000,12083333.333333334,6000000,18000000,2500000,8000000,7500000,11500000,24000000,4000000,7500000,19500000,8500000,28000000,0,0,0,30,0,6,0,26,11,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,DPK,15098,3,13,"Maluku, 10-09-1964",59,Buruh,Cerai mati
1575,Melanie Meyers,5973341447469298,"Jl. Abdul Muis No. 4
Kotamobagu, KT 18350",+62 (533) 344-9033,PD Riddle Michael Tbk,perempuan,SMA,Contract,3,9700000.0,2023-07-24,13875000.0,13500000,7350000,27,2,Tertagih,356,1,26500000,13875000.0,12500000,16500000,11500000,12000000,16000000,14000000,16000000,14000000,13000000,16000000,15000000,10000000,0,0,0,0,0,0,0,0,7,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,DPK,18350,20,6,"Nusa Tenggara Timur, 12-10-1995",28,Pegawai Swasta,Cerai hidup
1576,Tracy Thompson,2978326976355644,"Jalan Rawamangun No. 50
Bekasi, Sumatera Utara 49742",+62 (053) 708-3206,PT Pacheco Jones,perempuan,S2,Full-time,3,19000000.0,2023-06-09,12708333.333333334,6000000,3000000,17,3,Tertagih,428,0,9000000,0.0,7000000,2500000,10500000,19000000,25000000,2000000,24500000,16000000,6000000,16000000,8500000,15500000,0,0,0,0,0,0,0,0,3,0,12,2,0,0,0,0,0,0,0,0,0,0,0,0,DPK,49742,19,7,"Jawa Barat, 18-03-1973",50,Profesional,Cerai hidup
1577,Karen Burnett,7145979723470482,"Jalan Jend. A. Yani No. 4
Probolinggo, Nusa Tenggara Barat 95694",+62-145-957-8177,Perum Baker Tbk,perempuan,S1,Retired,2,18000000.0,2023-06-26,17166666.666666668,2500000,2450000,65,6,Tidak tertagih,151,1,8500000,17166666.666666668,15000000,21500000,8000000,19000000,24500000,18500000,16000000,24500000,4000000,28000000,18000000,9000000,9,0,0,0,0,22,8,0,9,8,9,0,0,0,0,0,0,1,0,0,0,0,0,0,DPK,95694,5,4,"Jawa Timur, 09-07-1993",30,Pegawai Negeri,Menikah
1578,Jason Diaz,9390371244939584,"Gang Laswi No. 529
Kota Administrasi Jakarta Selatan, Sulawesi Utara 58428",+62 (073) 261-1244,Perum Tucker Tbk,laki-laki,D2,Retired,3,15500000.0,2023-07-20,16291666.666666666,17500000,8850000,19,1,Tertagih,412,1,4500000,16291666.666666666,2500000,18000000,28500000,26500000,2500000,18000000,28000000,7000000,14500000,15500000,20000000,14500000,0,0,19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,DPK,58428,2,9,"Sulawesi Tenggara, 07-03-1984",39,Pegawai Swasta,Belum menikah
1579,Jennifer Flores,9595086047464572,"Gang Sukabumi No. 95
Pematangsiantar, MU 11845",+62 (0451) 948 2604,CV Perez Torres (Persero) Tbk,laki-laki,S2,Full-time,2,21000000.0,2023-02-17,18583333.33333333,23000000,21700000,21,1,Tertagih,560,1,4000000,18583333.33333333,21000000,17500000,15500000,8000000,13000000,10500000,17500000,28000000,26500000,24500000,29500000,11500000,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,DPK,11845,8,19,"Kepulauan Riau, 27-07-1960",63,Buruh,Cerai hidup
1580,Jennifer Brennan,5477247945267332,"Gg. Tubagus Ismail No. 564
Lhokseumawe, SN 06184",+62 (049) 974-1659,UD Powers Caldwell Tbk,laki-laki,S2,Retired,3,13000000.0,2023-06-09,14916666.666666666,4500000,3750000,58,4,Tertagih,384,2,3500000,29833333.33333333,19000000,12000000,10000000,17500000,18500000,17000000,14500000,16500000,10000000,16000000,16000000,12000000,0,16,16,0,0,0,0,0,1,0,25,0,0,1,2,0,0,0,0,0,0,0,1,0,DPK,06184,14,6,"Sulawesi Selatan, 03-01-1995",28,Pegawai Negeri,Cerai hidup
1581,Carl Davenport,1239593394659686,"Jl. S. Parman No. 53
Bima, Sumatera Utara 67093",+62 (0953) 026-3767,CV Martin Andrews,perempuan,SMA,Not-employed,2,4700000.0,2023-04-04,5666666.666666667,10000000,8000000,102,8,Tidak tertagih,74,1,9000000,5666666.666666667,9000000,8500000,5000000,7000000,1500000,5500000,7000000,8500000,2500000,3500000,2000000,8000000,16,0,1,0,9,0,25,8,10,0,14,19,1,0,0,0,0,0,1,0,0,0,0,1,Kurang lancar,67093,7,19,"Sumatera Utara, 13-03-1985",38,Pegawai Negeri,Belum menikah
1582,Travis Chavez,3144101031135682,"Jalan Otto Iskandardinata No. 981
Cilegon, NT 66868",+62 (0914) 811-2756,PT Kirk Barnett (Persero) Tbk,perempuan,S2,Retired,4,13000000.0,2023-03-19,13833333.333333334,16000000,11800000,53,4,Tertagih,326,1,19500000,13833333.333333334,10000000,14500000,17000000,17000000,14000000,17500000,12500000,10000000,14000000,12000000,16000000,11500000,13,10,20,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,DPK,66868,14,10,"Sumatera Barat, 20-11-1992",31,Buruh,Belum menikah
1583,Robin Spears,5451265579912692,"Jalan Ciwastra No. 9
Kendari, Sulawesi Tengah 28164",+62 (56) 991 2009,Perum Pope Zamora Tbk,perempuan,S1,Full-time,3,24000000.0,2023-02-14,13750000.0,21000000,19200000,27,1,Tertagih,476,1,5500000,13750000.0,9500000,11000000,10000000,13500000,3000000,8500000,22500000,5000000,20000000,17500000,25000000,19500000,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,DPK,28164,1,15,"Kalimantan Utara, 26-02-1980",43,Buruh,Belum menikah
1584,Timothy James,4678238744942691,"Jalan Kutai No. 672
Tidore Kepulauan, Nusa Tenggara Barat 75350",+62-206-985-6790,CV Morris Tbk,laki-laki,S1,Full-time,4,24000000.0,2023-06-03,17625000.0,5000000,4000000,145,8,Tidak tertagih,228,3,16000000,52875000.0,16000000,15000000,7000000,26500000,5500000,11500000,21500000,27500000,12000000,26000000,21000000,22000000,30,0,13,0,0,9,13,27,19,25,9,0,1,0,0,0,0,0,0,1,2,3,0,0,Diragukan,75350,17,5,"Jawa Barat, 27-10-1984",39,Profesional,Belum menikah
1585,William Nielsen,5390776701274794,"Jl. Jakarta No. 21
Kendari, AC 06195",+62 (593) 095-5846,Perum Jones (Persero) Tbk,laki-laki,S3,Retired,3,21000000.0,2023-08-20,20833333.33333333,8500000,6650000,204,11,Tidak tertagih,283,3,10000000,62500000.0,24000000,5000000,24500000,21500000,29500000,23000000,21500000,24000000,21500000,26000000,24000000,5500000,14,21,0,30,15,28,1,16,23,11,25,20,0,1,0,1,2,3,0,1,2,0,1,2,Macet,06195,6,18,"Nusa Tenggara Barat, 20-09-1999",24,Pegawai Swasta,Belum menikah
1586,Joshua Burns,7107737119464202,"Gang R.E Martadinata No. 348
Batam, RI 18761",+62 (0057) 314-4240,CV Barry Tbk,perempuan,D3,Full-time,4,17500000.0,2023-01-23,14416666.666666666,28000000,25800000,74,6,Tidak tertagih,280,1,7000000,14416666.666666666,21000000,16500000,25000000,22000000,11000000,6000000,9500000,23000000,9000000,15000000,6000000,9000000,13,0,0,6,14,0,12,0,21,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,DPK,18761,17,16,"Jawa Barat, 22-03-1995",28,Pegawai Swasta,Menikah
1587,Ronald Ramirez,3022228482767000,"Jl. M.T Haryono No. 838
Balikpapan, LA 10738",+62-026-731-3872,PT Lee (Persero) Tbk,laki-laki,D1,Retired,4,10500000.0,2023-04-07,15458333.333333334,15000000,10000000,6,1,Tertagih,335,0,35000000,0.0,19500000,13500000,17000000,14000000,19500000,16000000,13500000,14500000,14500000,19000000,12500000,12000000,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,DPK,10738,8,13,"Jawa Barat, 11-11-1978",45,Pegawai Negeri,Cerai mati
1588,Elaine Johnson,5922943604539148,"Gg. Yos Sudarso No. 456
Sawahlunto, Kalimantan Timur 33317",+62 (0828) 353-8926,UD Brown Molina (Persero) Tbk,perempuan,D2,Retired,4,10500000.0,2023-01-23,15875000.0,11500000,7850000,16,2,Tidak tertagih,214,0,4000000,0.0,17000000,14000000,19500000,11500000,19000000,10000000,19500000,15000000,12000000,18500000,16500000,18000000,0,0,0,0,0,0,6,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,DPK,33317,3,5,"Lampung, 14-01-1977",46,Pengusaha,Menikah
1589,Derrick Rivers,3661457172246299,"Gang Asia Afrika No. 380
Binjai, Nusa Tenggara Timur 71217",+62 (0826) 176 6907,Perum Pierce (Persero) Tbk,perempuan,S1,Retired,4,13000000.0,2023-08-04,14125000.0,5500000,3850000,3,1,Tidak tertagih,466,0,11500000,0.0,17000000,10500000,18000000,11000000,12000000,10500000,12000000,11500000,17000000,15500000,19500000,15000000,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,DPK,71217,16,1,"Kalimantan Timur, 11-10-1969",54,Profesional,Menikah
1590,Miguel Ochoa,6910738805304425,"Gang K.H. Wahid Hasyim No. 33
Tidore Kepulauan, SG 78976",+62 (978) 042 4892,CV Lewis (Persero) Tbk,perempuan,D3,Retired,3,15500000.0,2023-04-20,14291666.666666666,22500000,12450000,71,3,Tertagih,605,1,8500000,14291666.666666666,24500000,11000000,15500000,9000000,8000000,9000000,14500000,24500000,13500000,9500000,25500000,7000000,0,17,0,0,30,0,0,0,0,0,24,0,0,1,0,0,1,0,0,0,0,0,1,0,DPK,78976,11,8,"DI Yogyakarta, 11-08-1995",28,Buruh,Cerai hidup
1591,Rebecca Massey,8119873955172207,"Jalan Otto Iskandardinata No. 91
Sibolga, PB 94202",+62 (057) 417-6851,UD Clark,laki-laki,S2,Retired,4,16000000.0,2023-07-29,14291666.666666666,14000000,9400000,88,5,Tidak tertagih,289,1,6000000,14291666.666666666,6500000,8000000,24000000,27000000,10500000,14500000,23000000,9500000,12000000,8500000,12000000,16000000,0,0,16,0,7,9,0,26,0,30,0,0,0,0,1,0,0,0,0,1,0,1,0,0,DPK,94202,20,19,"Papua Barat, 16-12-1996",27,Buruh,Menikah
1592,Kevin Simpson,1609038942851946,"Jalan Rumah Sakit No. 2
Bekasi, LA 80531",+62 (621) 030 1998,UD Brennan Tbk,laki-laki,D1,Full-time,3,17500000.0,2023-08-22,11208333.333333334,6000000,4600000,41,3,Tertagih,644,1,9000000,11208333.333333334,9500000,5500000,3000000,5500000,2500000,23500000,3000000,9500000,3500000,21500000,22000000,25500000,0,0,0,0,29,9,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,DPK,80531,8,4,"Jambi, 22-07-1973",50,Pengusaha,Cerai hidup
1593,Jeffrey Fischer,1999366200803583,"Jalan Jend. Sudirman No. 17
Surakarta, Jawa Barat 94724",+62 (054) 976-0290,PT Becker,perempuan,S3,Retired,4,18000000.0,2023-01-22,13833333.333333334,24500000,21950000,138,9,Tidak tertagih,142,3,9000000,41500000.0,19500000,9000000,11500000,28500000,14000000,15000000,2000000,12500000,5500000,6500000,24500000,17500000,27,0,2,1,30,24,30,6,0,8,10,0,1,0,0,0,1,2,3,0,0,0,0,0,Diragukan,94724,2,12,"Sumatera Utara, 23-12-2000",23,Buruh,Cerai hidup
1594,Brandi Perez,6137313574052667,"Gg. Medokan Ayu No. 336
Meulaboh, YO 64050",+62 (0947) 409-4777,PT Colon Jackson,perempuan,S3,Retired,3,13000000.0,2023-04-30,14333333.333333334,16000000,13100000,0,0,Tidak tertagih,436,0,6000000,0.0,15000000,18500000,15000000,10500000,19500000,13500000,13000000,16500000,15000000,10500000,10000000,15000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lancar,64050,10,4,"Kepulauan Bangka Belitung, 21-05-1975",48,Pengusaha,Cerai mati
1595,Tanya Evans,6212269757511920,"Jl. Tebet Barat Dalam No. 15
Cirebon, Sumatera Selatan 13653",+62 (0903) 955 9472,CV Klein (Persero) Tbk,perempuan,S2,Retired,4,24000000.0,2023-05-14,16583333.333333334,12500000,6850000,108,9,Tidak tertagih,129,2,5500000,33166666.666666668,12000000,27500000,3500000,10500000,22000000,11500000,24500000,19500000,12000000,16000000,22500000,17500000,0,13,16,15,9,18,1,2,0,12,0,22,0,0,1,2,0,1,0,0,0,0,0,1,Kurang lancar,13653,18,3,"Riau, 09-09-1986",37,Buruh,Cerai mati
1596,Alyssa Guerrero,2751485961674922,"Jalan K.H. Wahid Hasyim No. 891
Sungai Penuh, SU 93993",+62-338-381-7102,PT Nelson Robles (Persero) Tbk,perempuan,D3,Full-time,3,20500000.0,2023-01-18,18083333.33333333,15000000,14100000,114,8,Tidak tertagih,222,3,10500000,54250000.0,4500000,25000000,3500000,29500000,15500000,15000000,19500000,19500000,21000000,25000000,29500000,9500000,23,17,24,2,0,5,0,13,20,0,10,0,1,2,3,0,0,0,0,0,1,0,0,0,Kurang lancar,93993,4,16,"Kepulauan Riau, 28-06-1999",24,Profesional,Cerai mati
1597,Eric Dean,9693456672886168,"Gang Setiabudhi No. 9
Cimahi, KT 61755",+62-039-279-7698,CV Avila,laki-laki,D1,Retired,3,10500000.0,2023-06-17,14625000.0,6000000,5800000,32,2,Tertagih,278,1,10500000,14625000.0,17000000,14000000,13500000,16500000,16000000,18000000,12500000,13500000,10500000,17500000,16000000,10500000,0,0,0,0,19,0,0,0,0,0,13,0,0,0,0,0,1,0,0,0,0,0,0,0,DPK,61755,1,7,"Riau, 06-12-1979",44,Pegawai Swasta,Cerai mati
1598,Brenda Gill,3171558865016694,"Jl. Rajiman No. 5
Tomohon, SG 01251",+62 (93) 583 9833,UD Allen Torres,laki-laki,SMA,Contract,1,13700000.0,2023-08-11,13875000.0,11000000,10300000,138,11,Tidak tertagih,360,1,8500000,13875000.0,14000000,18000000,10000000,11500000,15500000,17000000,14500000,13500000,12000000,11000000,16000000,13500000,12,22,9,27,6,18,14,21,1,0,2,6,0,1,0,1,0,1,0,1,0,0,0,0,Diragukan,01251,18,3,"Banten, 21-06-1995",28,Profesional,Menikah
1599,Tiffany Allen,9701892952760478,"Jl. Cihampelas No. 177
Kendari, Bali 03381",+62 (0250) 210 9057,PT Green (Persero) Tbk,laki-laki,D3,Full-time,5,17500000.0,2023-09-17,17083333.333333332,19500000,19050000,120,6,Tidak tertagih,173,2,5500000,34166666.666666664,9500000,17000000,16000000,11000000,9500000,13000000,24000000,26500000,18000000,6000000,29500000,25000000,9,25,0,25,23,0,13,0,0,25,0,0,0,1,0,1,2,0,0,0,0,1,0,0,Kurang lancar,03381,19,3,"Aceh, 19-06-1966",57,Profesional,Belum menikah
1600,Teresa Logan,4238062805199187,"Gg. Raya Setiabudhi No. 037
Pekalongan, KB 09697",+62 (044) 033 3869,PD Warren,laki-laki,S1,Full-time,0,26000000.0,2023-08-22,35125000.0,31500000,27950000,44,2,Tertagih,502,1,8500000,35125000.0,34000000,31500000,30000000,39000000,33500000,33000000,39500000,38500000,34500000,36500000,37500000,34000000,0,0,21,0,0,0,0,0,23,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,DPK,09697,19,14,"Lampung, 18-04-1996",27,Pegawai Swasta,Cerai hidup
1601,David Mooney,4339888213265821,"Gang Kebonjati No. 0
Medan, BT 84940",+62-02-464-8539,PD Fuentes,laki-laki,S1,Retired,4,18000000.0,2023-05-29,15666666.666666666,7000000,4000000,139,10,Tidak tertagih,244,3,14000000,47000000.0,28500000,15500000,25000000,6500000,4000000,16000000,8500000,28000000,10500000,14000000,2500000,29000000,13,19,17,29,8,2,4,5,0,14,28,0,0,1,2,3,0,0,0,0,0,0,1,0,Diragukan,84940,6,13,"Nusa Tenggara Timur, 05-08-1995",28,Buruh,Cerai hidup
1602,Louis Cain,6841200240909427,"Jalan Rajawali Barat No. 102
Kota Administrasi Jakarta Utara, NT 21989",+62 (374) 528 1871,UD Sanchez Nunez (Persero) Tbk,laki-laki,D1,Full-time,5,17500000.0,2023-05-01,12708333.333333334,8000000,7900000,107,7,Tidak tertagih,285,2,4000000,25416666.666666668,8500000,3000000,2500000,24500000,14000000,7500000,14500000,26000000,25500000,6500000,8500000,11500000,21,25,0,0,0,6,2,8,0,21,24,0,1,2,0,0,0,0,0,0,0,1,2,0,Kurang lancar,21989,8,2,"Nusa Tenggara Timur, 02-09-1995",28,Pegawai Negeri,Menikah
1603,Kimberly Wilson,7586293538796019,"Jalan Medokan Ayu No. 3
Kota Administrasi Jakarta Utara, NT 87730",+62 (0247) 354-2760,CV Rowe Foley,laki-laki,SMA,Contract,1,7700000.0,2023-01-29,14625000.0,16500000,13550000,32,2,Tidak tertagih,316,1,7000000,14625000.0,14000000,13000000,16500000,12000000,13500000,17500000,15000000,14000000,16000000,17000000,10000000,17000000,0,0,0,0,3,29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,DPK,87730,2,7,"Sumatera Selatan, 06-07-1991",32,Pegawai Swasta,Cerai mati
1604,Harold Harrison,2492308577272818,"Gg. PHH. Mustofa No. 36
Banjarmasin, Banten 03418",+62 (646) 121-4173,CV Mason Conley,laki-laki,D2,Self-employed,5,25500000.0,2023-08-11,36791666.66666666,38500000,32250000,82,6,Tidak tertagih,126,1,4000000,36791666.66666666,34500000,30500000,39500000,37000000,38000000,37000000,35500000,36500000,39000000,37000000,37500000,39500000,12,0,21,12,0,0,0,11,0,20,6,0,0,0,1,0,0,0,0,0,0,1,0,0,DPK,03418,14,6,"Sumatera Selatan, 22-08-1994",29,Pengusaha,Belum menikah
1605,Lee Cole,8708902781795223,"Jl. Kendalsari No. 3
Kota Administrasi Jakarta Selatan, DKI Jakarta 97050",+62-78-832-6342,Perum Choi Morris,perempuan,S1,Full-time,4,24000000.0,2023-07-06,17375000.0,25000000,19400000,129,8,Tidak tertagih,296,2,6500000,34750000.0,21500000,2000000,20000000,2500000,28000000,25000000,27500000,29000000,2500000,20000000,16500000,14000000,27,4,8,0,7,21,22,0,0,17,23,0,1,0,0,0,0,1,2,0,0,1,2,0,Diragukan,97050,17,9,"Sumatera Barat, 16-01-1972",51,Buruh,Belum menikah
